timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
8528000,8520000,197388,0.21267231,0.011531658,0.4276248,0
8548000,8540000,197388,0.21026134,0.008325206,0.42773733,0
8568000,8560000,197388,0.21701808,0.011272626,0.4347437,0
8588000,8580000,197388,0.21537744,0.006802139,0.42650518,0
8608000,8600000,197388,0.2178818,0.009418602,0.4263021,0
8628000,8620000,197388,0.21263035,0.0101450225,0.43128285,0
8648000,8640000,197388,0.21011376,0.009880721,0.43003425,0
8668000,8660000,197388,0.21516763,0.009833877,0.42633078,0
8688000,8680000,197388,0.21166502,0.0067698844,0.42734486,0
8708000,8700000,197388,0.21811692,0.009897925,0.4262731,0
8728000,8720000,197388,0.21620159,0.009845788,0.4312678,0
8748000,8740000,197388,0.21608551,0.010668139,0.43093514,0
8768000,8760000,197388,0.22006376,0.008022366,0.4283762,0
8788000,8780000,197388,0.21648689,0.0070824125,0.42968932,0
8808000,8800000,197388,0.21686383,0.010316129,0.4258232,0
8828000,8820000,197388,0.21479526,0.01037841,0.42902014,0
8848000,8840000,197388,0.21479218,0.009381796,0.42678377,0
8868000,8860000,197388,0.21500592,0.012604914,0.43272018,0
8888000,8880000,197388,0.21409313,0.007555383,0.43229333,0
8908000,8900000,197388,0.21741425,0.010956457,0.4277763,0
8928000,8920000,197388,0.21660459,0.0104172835,0.43117118,0
8948000,8940000,197388,0.21703969,0.012768122,0.42723218,0
8968000,8960000,197388,0.21718912,0.011121218,0.42920858,0
8988000,8980000,197388,0.22233243,0.00866003,0.43340763,0
9008000,9000000,197388,0.21441317,0.010345571,0.42837533,0
9028000,9020000,197388,0.21268904,0.01192727,0.42426282,0
9048000,9040000,197388,0.21565984,0.013898186,0.43224007,0
9068000,9060000,197388,0.21608888,0.006699593,0.4312679,0
9088000,9080000,197388,0.2138891,0.011825505,0.43205562,0
9108000,9100000,197388,0.21458566,0.0121059455,0.43390942,0
9128000,9120000,197388,0.21409348,0.009798772,0.42683092,0
9148000,9140000,197388,0.21398926,0.011284672,0.4313929,0
9168000,9160000,197388,0.21511343,0.009931556,0.4288976,0
9188000,9180000,197388,0.21495989,0.01074023,0.4288691,0
9208000,9200000,197388,0.21659093,0.010945527,0.43106374,0
9228000,9220000,197388,0.21579614,0.01263154,0.4323569,0
9248000,9240000,197388,0.21720839,0.011608231,0.43207064,0
9268000,9260000,197388,0.21495168,0.008257952,0.42779467,0
9288000,9280000,197388,0.21334682,0.009730364,0.42977944,0
9308000,9300000,197388,0.21310742,0.014237562,0.42937905,0
9328000,9320000,197388,0.21540545,0.011968142,0.43108097,0
9348000,9340000,197388,0.213984,0.013529107,0.427507,0
9368000,9360000,197388,0.22091721,0.014717208,0.42738014,0
